id_direccion,Direccion,Referencia ,id_establecimiento,Parroquia;
14356,18 de Septiembre OE2-21 y MANUEL LARREA,FRENTE AL PRQUE LA CONCEPCIÓN,14356,QUITO;
14357,GUAYAQUIL s1-81 y MORALES,A TRES CUADRAS DE LOS CEVICHES DE LA RUMIÑAHUI,14357,QUITO;
14358,GUAYAQUIL S1-83 y MORALES,,14358,QUITO;
14359,CAMILO PONCE ENRIQUEZ N11-296 y CALLE L,,14359,SAN ANTONIO;
14360,AV. GALO PLAZA LASSO N743-38 Y CALLE C,CENTRO COMERCIAL QUCENTRO SUR,14360,QUITO;
14361,Av. Pichincha N4-343 y Almeida,DIAGONAL A LA UNIVERSIDAD DE LAS AMÉRICAS,14361,QUITO;
14362,13 DE JUNIO N1325 y MISIÓN GEODÉSICA,PLAZA FOCH,14362,QUITO;
14363,DIEGO DE ALMAGRO  1550 Y LA PRADERA,PLAZA FOCH,14363,QUITO;
14364,Condor Ñan OE1-48 y LLira Ñan,DETRAS DEL QUICENTRO,14364,QUITO;
14365,Cordero E5-48 Y Reina Victoria,FRENTE A BUKER,14365,QUITO;
14366,AV. DE LA PRENSA N44-92 y TELÉGRAFO PRIMERO,,14366,QUITO;
14367,AV DE LA PRENSA N44-92 Y TELéGRAFO PRIMERO,C.C. PASAJE VACA 3ER PISO,14367,QUITO;
14368,AV. DE LA PRENSA N50-151 Y RÍO ARAJUNO,,14368,QUITO;
14369,TELéGRAFO PRIMERO OE2-59 y AV. DE LA PRENSA,DEBAJO DEL C.C. EL BOSQUE,14369,QUITO;
14370,av. colón E6-12 y rábida,ENTRADA AL LIMONAR DIAGONAL A LA HOSTERIA SAN JOSE,14370,PUEMBO;
14371,COSME OSORIO OE5-383 Y LUIS MINACHO,,14371,QUITO;
14372,AV. REAL AUDIENCIA N57-175 Y NICOLAS JOAQUIN DE ARTETA,A 2 CUADRAS DEL DISPENSARIO IESS VILLA FLORA,14372,QUITO;
14373,S13A LOTE 11 Y Juan Camacaro,A UNA CUADRA DE LA PLAZA FOCH,14373,QUITO;
14374,FRANCISCO DE ORELLANA s/n y carlos andrade marín,,14374,QUITO;
14375,AV. 10 DE AGOSTO N22-161 Y GUSTAVO DARQUEA,CENTRO COMERCIAL PLAZA DE LAS AMERICAS,14375,QUITO;
14376,PORTUGAL E11-37 Y CATALINA ALDAZ,DIAGONAL AL CONCEJO DE LA JUDICATURA,14376,QUITO;
14377,AVENIDA DE LOS SHYRIS N33-164 y REPÚBLICA DEL SALVADOR,SANTA MARÍA,14377,TUMBACO;
14378,Rodrigo de Chavez 371 y Francisco Gomez,FRENTE A HELADERIA HEIDY,14378,QUITO;
14379,Reina Victoria  N25-30 Y Av. Cristobal Colón,FRENTE AL COLEGIO MANUELA CAÑIZARES,14379,QUITO;
14380,Tomás de Berlanga E4-120 y Av. Amazonas,FRENTE DEL MEMORIAL,14380,QUITO;
14381,VICENTE CÁRDENAS S/N Y AV AMAZONAS,PISO: 1. SECTOR: FRENTE TATTO,14381,QUITO;
14382,av. pedro vicente maldonado s10-194 Y CALVAS (C.C EL RECREO),JUNTO AL UPC RAMIREZ DAVALOS,14382,QUITO;
14383,Pedro Fermín Cevallos N9-58 y Oriente,FRENTE DE CONSEJO DE LA JUDICATURA,14383,QUITO;
14384,10 de Agosto N14-51 y Checa,A DOS CUADRAS DE LA PLAZA DEL TEATRO,14384,QUITO;
14385,Tomas de Berlanga E5-52 e Isla San Cristobal,TUMBACO,14385,TUMBACO;
"14386,Av. Interoceanica E1-94 Salinas,""JUNTO AL CONDADO, VÍA CARCELÉN"",14386,QUITO";
14387,Av. Interoceanica  S/N y Robles,CC LA MANZANA PATIO DE COMIDAS,14387,QUITO;
14388,ELLIA LIUT OE3-180 Y BRASIL,PLAZA SOLANDA,14388,QUITO;
14389,ELIA LIUT OE3-180 Y Av. Brasil,FRENTE A GALPONES,14389,CALDERÓN (CARAPUNGO);
14390,S47D S/N y GEOVANY BENíTEZ,FRENTE A GALPONES,14390,CALDERÓN (CARAPUNGO);
14391,AGUSTÍN GUERRERO LT 1 Y MONTE OLIVO,A UNA CUADRA DEL BANCO PICHINCHA DE LA PLAZA GRANDE,14391,QUITO;
14392,VíA A QUITO S/N e INGRESO A NANEGAL,PLAZA FOCH,14392,QUITO;
14393,LA NIÑA E4-438 Y AV. AMAZONAS,PLAZA FOCH,14393,QUITO;
14394,González Suárez E8-214 y La Paz,A MEDIA CUADRA DE LA POLICIA DE TRANSITO,14394,QUITO;
14395,AV. MARISCAL SUCRE N70-15 Y MACHALA,A UNA MEDIA CUADRA DE LA ENTRADA AL PARQUE BICENTENARIO,14395,QUITO;
14396,Diego de Almagro N24-304 y Juan Rodríguez,A MEDIA CUADRA DEL PARQUE BICENTENARIO,14396,QUITO;
14397,Joaquín Pinto 185 y Diego de Almagro,FRENTE A TURISA,14397,QUITO;
14398,13 de junio N2-375 MUSEO SOLAR,TEATRO NACIONAL SUCRE PLANTA BAJA,14398,QUITO;
14399,JERóNIMO CARRIóN E4-178 y JUAN LEóN MERA,,14399,QUITO;
14400,AV. NAPO S7-316 Y SANGAY,DIAGONAL A LA FLACSO,14400,QUITO;
14401,FRANCISCO DE ORELLANA  S1-29 y ELOY ALFARO,FRENTE AL PARQUE MISTRAL,14401,QUITO;
14402,AV. DOCE DE OCTUBRE N22-47 Y GRAL. IGNACIO DE VEINTIMILLA,PISO: 2. SECTOR: CUARTEL EL PINTADO,14402,QUITO;
14403,GRAL. IGNACIO DE VEINTIMILLA S/N Y TAMAYO,DIAGONAL AL CONSULADO DE ESPAÑA,14403,QUITO;
14404,OE2R S24-268 Y CUSUBAMBA,,14404,QUITO;
14405,Veintimilla E4-190 y Amazonas,,14405,QUITO;
14406,Vicente RamÓn Roca N21-10 y Amazonas,A UNA CUADRA DEL PARQUE CENTRAL,14406,QUITO;
14407,JERONIMO CARRIÓN 219 Y TAMAYO,PLAZA DE SAN FRANCISCO,14407,QUITO;
14408,tomás de berlanga  e7-01 e isla fernandina,FRENTE AL EDIFICIO DE ENCOMIENDAS DEL TERMINAL QUITUMBE,14408,QUITO;
14409,JUAN DE DIOS MORALES OE3-84 y Venezuela,LA ILALO ANTES DE CONOCOTO,14409,CONOCOTO;
"14410,DIEGO DE VáSQUEZ OE4-193 Y REAL AUDIENCIA,""CENTRO COMERCIAL LA MANZANA, PRIMER PISO, LOCAL 23"",14410,QUITO";
14411,Av. 6 de Diciembre N45-14 y de los tulipanes,USHIMANA,14411,ALANGASÍ;
14412,ISABEL LA CATÓLICA N24-561 Y FRANCISCO SALAZAR,LA MARISCAL A UNA CUADRA DE LA IGLESIA SANTA TERESITA,14412,QUITO;
14413,AV DE LOS GRANADOS S/N Y 6 DE DICIEMBRE ,PISO: PB. SECTOR: A TRES CUADRAS DEL HOSPITAL BACA ORTIZ,14413,QUITO;
14414,Mideros OE8-48 e Imbabura,DIAGONAL A LA UNIVERSIDAD CATOLICA  PLAZA GARDEN PB,14414,QUITO;
14415,Simón Bolivar OE6-123 Cuenca,DIAGONAL A LA UNIDAD JUDICIAL MARISCAL SUCRE,14415,QUITO;
14416,Jose Tamayo  N24-48  y Wilson,PISO: PB. SECTOR: ALADO DEL LA FABRICA HELADOS COQUEIROS,14416,QUITO;
14417,Mariscal Sucre S13-05 y Juan Camacaro,A MEDIA CUADRA DE LA ESTACION DE REPSOL,14417,QUITO;
14418,eloy alfaro 2821 y pasaje sin nombre,FRENTE A LA BOTICA ALEMANA,14418,QUITO;
14419,JOSE ARIZAGA E3-37 y JORGE DROM,PARQUE DE TABABELA ESQUINA,14419,TABABELA;
14420,ROCAFUERTE E1-122 Y PAREDES,SOBRE LA CALLE FLORES 2 CUADRAS DESDE LA PLAZA STO DOMINGO,14420,QUITO;
14421,Av. Maldonado S11-176 S/N,FRENTE A ALMACENES PIKA,14421,QUITO;
14422,Oswaldo Guayasamín LOTE 3 y Calle C,,14422,QUITO;
14423,Gabriel Garcia Moreno S1-45 Abdon Calderon,,14423,QUITO;
14424,JUAN LARREA N14-21 Y CHECA,JUNTO A SENECYT,14424,QUITO;
14425,Juan Holguin Oe 2-61 y Av. De la Prensa,PISO: PB. SECTOR: CENTRO A 500 METROS DEL PARQUE,14425,YARUQUÍ;
14426,Av. Luis Tufiño OE2-127 y MANUEL Calisto,A UNA CUADRA DE LA ESTACIÓN DEL FERROCARRIL,14426,YARUQUÍ;
14427,VENEZUELA N9-82  Y ORIENTE,JUNTO A LA ESCUELA ECOLE TRAVEL,14427,QUITO;
14428,Av. Francisco de Orellana E9-38 y Pinzón,PISO: PB. SECTOR: FRENTE AL RESTAURANTE LA PONDEROSA,14428,QUITO;
14429,REINA VICTORIA N24-359 Y LUIS CORDERO,DIAGONAL A LA MATERNIDAD ISIDRO AYORA,14429,QUITO;
14430,AV. DE LOS SHYRIS N34-298 Y HOLANDA,,14430,GUAYLLABAMBA;
14431,Juan de Velasco N26-10 y Santa María,,14431,AMAGUAÑA;
14432,Chile  OE1-50 y Flores,,14432,QUITO;
14433,Francisco de Robles E4-18 y 9 de Octubre,,14433,QUITO;
14434,GARCIA MORENO N4-47 Y CHILE,LA MARISCAL,14434,QUITO;
14435,mariscal Foch E9-76 y Luis Tamayo,LA CERÁMICA,14435,TUMBACO;
14436,REINA VICTORIA N19-32 Y AV. PATRIA,A DOS CUADRAS DE LA VIEJA HACIENDA,14436,TUMBACO;
14437,AV. AMAZONAS S/N Y UNIÓN NACIONAL DE PERIODISTAS,GRUPO DE TRANSITO,14437,QUITO;
14438,LADRÓN DE GUEVARA E14-174 Y MADRID,,14438,QUITO;
14439,GONZALO PIZARRO OE1-59 y OSWALDO GUAYASAMÍN,,14439,PIFO;
14440,S1C MORALES OE3-75 Y OE4 VENEZUELA,EDIFICIO: 1. PISO: PB. SECTOR: A TRES CUADRAS DEL PARQUE CENTRAL,14440,PIFO;
14441,jose Marti E4-53 y Av. Gran Colombia,EN LA PLAZA PRADERA,14441,QUITO;
14442,MARÍA ANGÉLICA IDROBO OE4-324 y DIEGO DE ROBLES,A MEDIA CUADRA DE LA ESCUELA SUCRE,14442,QUITO;
14443,Km 44 Vía Calacalí SN Y SN,FRENTE PARADA JIPIJAPA DE LA ECOVÍA,14443,QUITO;
14444,Tamayo N21-255 Y JERONIMO CARRION,SANTA CLARA SAN MILLAN,14444,QUITO;
14445,JapÓn E5-69 Y Av. Amazonas,A UNA CUADRA DEL CINE AMERICA,14445,QUITO;
14446,gonzalo gallo oe7-192 y jorge piedra,,14446,QUITO;
14447,OE9J  1257 Calle S41,AL LADO DE CEBICHES LA RUMIÑAHUI,14447,QUITO;
"14448,AV. DE LOS SHYRIS N34-306 Y HOLANDA,""DENTRO DEL PALACIO ARZOBISPAL, TERCER PISO"",14448,QUITO";
14449,Av. De los Shyris N34-306  y Holanda,JUNTO A ALMACENES ESPINOZA,14449,QUITO;
14450,Thomas de Berlanga 517 y Av De Los Shyris,,14450,QUITO;
14451,REPÚBLICA DE EL SALVADOR N35-104 Y PORTUGAL,,14451,QUITO;
14452,JOSÉ MARÍA ALEMÁN s/n Y SALVADOR BRAVO,TRAS LA IGLESIA SANTA TERESITA,14452,QUITO;
14453,Pastaza e7-174 Y Jacinto Jijón,,14453,QUITO;
14454,Av. Simon Bolivar S1-125 y Chimborazo,TRAS EL TEATRO SUCRE,14454,QUITO;
14455,Olmedo OE1-46 y Montufar,FRENTE AL MERCADO ARTESANAL,14455,QUITO;
14456,María Angélica Hidrovo E 1-31 y Chimborazo,FRENTE A LA FUNERARIA PICHINCHA,14456,QUITO;
14457,DIEGO DE ALMAGRO 3180 Y ALPALLANA. EDF VENECIA,FRENTE AL ESTADIO,14457,GUAYLLABAMBA;
14458,Equinoccial E3-151 y De Los Hemisferios,A DOS CUADRAS Y MEDIA DEL BANCO PICHINCHA,14458,QUITO;
14459,AV 12 DE OCTUBRE  N25-18 Y LA CORUÑA,FRENTE A LA CLINICA PICHINCHA,14459,QUITO;
14460,Alpallana E7-294 Av. Diego de Almagro,,14460,QUITO;
14461,AV. MALDONADO S11-122 Y S/N,,14461,QUITO;
14462,BONIFAZ CUMBA N60-91 Y NÁGOLA,,14462,QUITO;
14463,AV. AMAZONAS N49-67 Y RÍO CURARAY,CERCA DEL PARQUE DE LA MAGDALENA,14463,QUITO;
14464,AV SIMON BOLIVAR S/N ,C.C. CONDADO SHOPPING. PATIO DE COMIDAD LOCAL 408,14464,QUITO;
14465,AV SIMON BOLIVAR S14-173,C.C. EL RECREO PATIO DE COMIDAS,14465,QUITO;
14466,Av. Simón Bolivar S-14173 y s/n,PLATAFORMA GUBERNAMENTAL NORTE,14466,QUITO;
14467,García Moreno N6-75 y Olmedo,PORTAL SHOPPING,14467,CALDERÓN (CARAPUNGO);
14468,Duchicela E8-211 y EPLICACHIMA,A 3 CUADRAS DEL COLEGIO AERONAUTICO,14468,QUITO;
14469,LOS PINOS Y GONZALO ZALDUMBIDE ESQ. C.C PASEO LOS PINOS L-4,,14469,QUITO;
14470,Jerónimo Carriòn E4-38  y AMAZONAS,FRENTE AL PARQUE DE LA MAGDALENA,14470,QUITO;
14471,VÍA INTEROCEÁNICA S/N Y VÍA A TANDA,A UNA CUADRA DEL COLISEO JULIO CESAR HIDALGO,14471,QUITO;
14472,AV. ALONSO DE ANGULO OE5-525 Y RAFAEL gRAU,,14472,QUITO;
14473,av calacalí la independencia SN y Guayaquil,FRENTE A LA CAROLINA,14473,QUITO;
14474,AV. MARIANA DE JESUS E6-15 Y HUNGRIA,AV DE LOS SHYRIS,14474,QUITO;
14475,AV. CÓRDOVA GALARZA 301 Y BOLÍVAR,DIAGONAL AL COLEGIO CENTRAL TECNICO,14475,QUITO;
14476,Av. Río Amazonas N21-108 Y Francisco de Robles,,14476,QUITO;
14477,TomÁs de Berlanga E8-128 Y Av. De los Shyris,BAJO CATEDRAL METROPOLITANA,14477,QUITO;
14478,Jorge GarcÉZ N64-112 y Miguel Aristizabal,DETRAS DEL COLEGIO SAN FERNANDO,14478,QUITO;
14479,García Moreno N2-60 y Sucre,A MEDIA CUADRA DE LA PLAZA DE SAN FRANCISCO,14479,QUITO;
14480,Guayaquil N1-55 y BolÍvar,,14480,TUMBACO;
14481,18 DE SEPTIEMBRE E2-55 Y ULPIANO PÁEZ,,14481,TUMBACO;
14482,ANTONIO ANTE OE1-41 Y 10 DE AGOSTO,A MEDIA CUADRA DE LA HOSTAL VAGABUNDO,14482,QUITO;
14483,LA COLINA N26-177 Y ORELLANA,A DOS CUADRAS DE LA UPC,14483,NAYÓN;
14484,Foch E4-132 y Luis Cordero,,14484,TUMBACO;
14485,REINA VICTORIA N26-155 Y LA NIÑA,CHILE,14485,QUITO;
14486,ANDALUCIA 565 Y FRANCISCO SALAZAR,FRENTE AUPC DE SAN LUIS DE CHILLOGALLO,14486,QUITO;
14487,LUIS CORDERO E12-147  Y TOLEDO,,14487,QUITO;
14488,Av. Manuel Córdova Galarza Km 6 1/2 y Secundaria,FRENTE AL MALL EL JARDIN,14488,QUITO;
14489,ITALIA N32-30 Y AV. MARIANA DE JESUS,,14489,QUITO;
14490,José María Alemán  S23-123 y Calisto del Pino,A MEDIA CUADRA DEL COLEGIO JESÚS DE NAZARETH,14490,QUITO;
14491,Panamericana norte s/n Y Av. Simon Bolivar,,14491,QUITO;
14492,AV. AMAZONAS N6-114 Y AV. REPUBLICA. C.C. MALL EL JARDIN,,14492,QUITO;
14493,Reina Victoria N21-34 y Jorge Washington,CERCA DEL COLEGIO DE MÉDICOS VETERINARIOS,14493,QUITO;
14494,ISLA ISABELA N43-28 y TOMÁS DE BERLANGA,,14494,CUMBAYÁ;
14495,CHILE OE2-37 Y FLORES,JUNTO A COSTA VASCA,14495,QUITO;
14496,REAL AUDIENCIA N58-94 Y AV. TUFIÑO,SOBRE LA FARMACIA CRUZ AZUL SECTOR LA JOTA,14496,QUITO;
14497,MANABí S1-125 y GARCíA MORENO,LOTE ESQUINERO A TRES CUADRAS DEL PARQUE DE COLLACOTO,14497,QUITO;
14498,Av. De la Prensa N 47-266 Y RÍO Palora,,14498,QUITO;
14499,LA RÁBIDA N26-131 y LA PINTA,,14499,QUITO;
14500,Marqueza de Solanda N5-51 y Mejía,DIAGONAL CASA DE SUCRE,14500,QUITO;
14501,CUERO Y CAICEDO Oe32-57 Y AV. AMERICA,FRENTE A SUPERMARCADO SANTA MARÍA,14501,CALDERÓN (CARAPUNGO);
14502,Inti Oe2-280 Jipijapa,FRENTE A LA CLINICA CENTRAL,14502,QUITO;
14503,PADRE LUIS OSWALDO GARZÓN 350 Y FRANCISCO DE ORELLANA,,14503,QUITO;
14504,REINA VICTORIA N21-262 y JERóNIMO CARRIóN,A 100 METROS DE LA AV. 13 DE JUNIO,14504,QUITO;
14505,AV. 6 DE DICIEMBRE S/N Y AV. GRANADOS. C.C. PLAZA GRANADOS LC IS2,,14505,QUITO;
14506,Geovanny Calles OE12-439 Y s/N,,14506,QUITO;
14507,GUAYAQUIL N11-32 Y GALÁPAGOS,A TRES CUADRAS DE LA ESCUELA SUCRE,14507,QUITO;
14508,CAMINO de Orellana 710 Juan Salinas,FRENTE AL PUENTE DEL GUAMBRA,14508,QUITO;
14509,AV. NACIONES UNIDAS E2-17 E IÑAQUITO,FRENTE PARADA ECOVIA,14509,QUITO;
14510,YANEZ PINZÓN N26-183 Y LA NIÑA,A UNA CUADRA DEL COLEGIO SAN GABRIEL,14510,QUITO;
14511,Manglar alto S18-326 Y el progreso,,14511,QUITO;
14512,Ramón Roca  E9-77 Jose Tamayo,A LADO DE PETROCOMERCIAL DE LA MAÑOSCA,14512,QUITO;
14513,DIEGO DE ALMAGRO N24-19 Y WILSON,REDONDEL DEL CALZADO,14513,QUITO;
14514,AV. AMAZONAS N32-139 Y LA GRANJA,,14514,QUITO;
14515,Av. Mariscal Sucre S29-18 y José Ponton (S29E),,14515,QUITO;
14516,av. de los conquistadores s/n y pasaje el rosal,CC SANTA CLARA LOCAL 09,14516,QUITO;
14517,QUICHUAS OE6-107 Y AV. MARISCAL SUCRE,CERCA HOSPITAL DE SOLCA,14517,QUITO;
14518,LAURO GUERRERO S11-167 e INTI,(AMAZONAS),14518,QUITO;
14519,VÍA INTERVALLES OE7-04 Y OCTAVA TRANSVERSAL,A UNA CUADRA DE LA IGLESIA DE SANTO DOMINGO,14519,QUITO;
14520,Av. Pichincha  N4-107 y Vicente León,FRENTE AL RESTAURANTE EL MOLINO,14520,QUITO;
14521,Malimpia Lote 4 y Rumichaca,LA RONDA,14521,QUITO;
14522,Los Puentes S/N y SECUNDARIA,,14522,QUITO;
14523,Morales OE3-24 y Guayaquil,ATRAS DE LA BAGUETERIA,14523,QUITO;
14524,DIEGO NOBOA  OE10-187 Y JAVIER ESPINOSA,TRAS LA ESCUELA SUCRE,14524,QUITO;
14525,AV. INTEROCEÁNICA (C.C. VENTURA MALL,FRENTE A EX RADIO TARQUI,14525,QUITO;
14526,C.C. EL RECREO - RECREO PLAZA PISO 1,PASAJE TOBAR,14526,QUITO;
14527,AV RODRIGO DE CHAVEZ OE2-93 Y PEDRO DE ALFARO ,,14527,SAN ANTONIO;
14528,Av. Eloy Alfaro N34-322 y Portugal,A MEDIA CUADRA DE PLAZA DE SANTO DOMINGO,14528,QUITO;
14529,AV. ELOY ALFARO N34322 Y PORTUGAL,,14529,CUMBAYÁ;
14530,MARISCAL FOCH E4-175 Y AV. AMAZONAS,FRENTE A COLEGIO BENALCAZAR LADO SUR,14530,QUITO;
14531,Calle S26I OE3-16 y Av. Tnte. Hugo Ortiz,,14531,GUAYLLABAMBA;
14532,SIMÓN BOLÍVAR  S/N Y PANAMERICANA NORTE,,14532,QUITO;
14533,Miguel Valdivieso N57-161 Nicolas Joaquin Arteaga,,14533,QUITO;
14534,Andrés Pérez S9-78 y Gualberto Pérez,,14534,QUITO;
14535,Joaquín Pinto E4-225 y Av. Rio Amazonas,PUENTE DEL GUAMBRA,14535,QUITO;
14536,GASPAR DE VILLARROEL E3-44 Y LONDRES,A MEDIA CUADRA DE LA PLAZA SANTO DOMINGO,14536,QUITO;
14537,Eduardo Whymper N28-42 y Av. Francisco de Orellana,FRENTE A MURO DEL CEBOLLAR,14537,QUITO;
14538,AV. 6 DE DICIEMBRE N38-34 Y C.C OLIMPICO L50,PUENTE DEL GUAMBRA,14538,QUITO;
14539,madrid e16-29 y coruña,A DOS CUADRAS DE ALMACEN BOYACA,14539,QUITO;
14540,MADRID  E12-63 e ISABEL LA CATOLICA,CERCA DEL CUERPO DE BOMBEROS,14540,QUITO;
14541,josé CALAMA E4-360 y av. AMAZONAS,FRENTE FUNERARIA EL GIRON,14541,QUITO;
14542,S10C HUYNAPALCON OE5-17 Y OE5 CACHA,,14542,QUITO;
14543,AV. REAL AUDIENCIA N58-94 y MURIALDO,,14543,QUITO;
14544,AV. REAL AUDIENCIA N58-94 Y LEONARDO MURIALDO,DIAGONAL A LA COMPAÑÍA,14544,QUITO;
14545,Javier Zambrano N16-11 Y Buenos Aires,A MEDIA CUADRA DE LA IGLESIA CRISTIANA,14545,QUITO;
14546,ISLA FLOREANA E4-144 E ISLA ISABELA,,14546,QUITO;
14547,GARCÍA MORENO N01-03 Y ROCAFUERTE,,14547,QUITO;
14548,VENEZUELA N3-74 Y ESPEJO ,,14548,QUITO;
14549,Venezuela N3-74 y Espejo,FRENTE A LOS GARAGES DEL BVANCO ECUATORIANO DE LA VIVIENDA,14549,QUITO;
14550,Vaca de Castro Oe7-92 y Hernán Cortéz,JUNTO AL CINE AMÉRICA,14550,NANEGALITO;
14551,juan león mera 611 y jorge washington,,14551,QUITO;
14552,S47D 1013 y quitumbe ñan,A LADO DE TROPI BURGUER,14552,SAN ANTONIO;
14553,12 DE OCTUBRE N25-22 Y CARRION ,,14553,QUITO;
14554,LA NIÑA E4-404 y av. AMAZONAS,FRENTE A TRIBUNA DE LOS SHYRIS,14554,QUITO;
14555,AV MORAN VALVERDE C2T5 Y AV. TENIENTE HUGO ORTIZ,PISO: PB. SECTOR: A 500 METROS DEL MERCADO ARTESANAL DE PUENGASI,14555,QUITO;
14556,ALEMANIA N29-221 Y AV. ELOY ALFARO (DIAGONAL CLINICA PASTEUR),A MEDIA CUADRA DE LA ESCUELA DE INGLES DE LA POLITECNICA,14556,QUITO;
14557,Camino de Orellana N27-492 y s/n,DIAGONAL AL TIA,14557,SAN ANTONIO;
14558,Av. Gran Colombia N13-78 y Ramón Egas,JUNTO AL HOSTAL PORTON DE CANTUÑA,14558,QUITO;
14559,N24H LUIS CORDERO E10-55 Y AV 12 DE OCTUBRE,,14559,QUITO;
14560,AJAVí OE5-150 Y SOZORANGA,FRENTE AL PARQUE Y PARADA HERMANO MIGUEL,14560,QUITO;
14561,AV. 10 DE AGOSTO N44-51 y AV. EL INCA,,14561,QUITO;
14562,Eugenio Espejo S/N y Bolívar,A 20M DEL ANTIGUO PEAJE,14562,QUITO;
14563,santa prisca 226 y andrés farget,VENTURA MALL,14563,TUMBACO;
14564,de los granados e14 - 553 Y DE los naranjos,,14564,QUITO;
14565,AV. ISABEL LA CATÓLICA N24-820 Y AV. CORUÑA,FRENTA A LAGUNA DEL PARQUE LA CAROLINA,14565,QUITO;
14566,VÍA FERREA S/N Y garcía moreno,FRENTE A RESTAURANTE AREPAS COLOMBIANAS,14566,QUITO;
14567,SAN JUAN DE DIOS S4-457 Y ZAMORA,FRENTE AL RESTAURANTE AREPAS COLOMBIANAS,14567,QUITO;
14568,Av. Tnte. Hugo Ortiz S25-247 Y Cusubamba,JUNTO A LA EMPRESA ELÉCTRICA QUITO,14568,QUITO;
14569,AV. MARÍA ANGÉLICA HIDROVO OE4-300 y DIEGO DE ROBLES,DENTRO DEL PASAJE BACA,14569,QUITO;
14570,Av. 10 de Agosto N53-145 y Mayor Humberto Marin,JUNTO AL CENTRO COMERCIAL LA SCALA,14570,CUMBAYÁ;
14571,Benalcazar N8-58 y Manabi,,14571,TUMBACO;
14572,PICHINCHA E130 Y MANABI,,14572,QUITO;
14573,Av. Pichincha N7-73 y Manabí,,14573,QUITO;
14574,VICENTE ROCAFUERTE OE3-03 Y GUAYAQUIL,PISO: PB. SECTOR: JUNTO A LOS POLLOS COLONIAL,14574,QUITO;
14575,ISIDRO AYORA S/N Y ALIANZA,AL LADO DE SEGUROS EQUINOCCIAL,14575,QUITO;
14576,VACA DE CASTRO Oe7-154 Y PEDRO DE ALVARADO,,14576,QUITO;
14577,ELOY ALFARO N32- 603 Y BELGICA,JUNTO A FERRETERÍA PADILLA,14577,CALDERÓN (CARAPUNGO);
14578,La Isla Floreana E5-27 Isla Isabela,,14578,QUITO;
14579,6 De Diciembre N51-116  y Calle G,DOS CUADRAS ARRIBA DE LA PLAZA DEL TEATRO,14579,QUITO;
14580,YáNEZ PINZóN N25-88 y AV. COLóN,PISO: PB. SECTOR: A 100 MTS DEL BALNEARIO EL TINGO,14580,ALANGASÍ;
14581,AV. MORAN VALVERDE S/N AV. TNT HUGO ORTIZ,,14581,CUMBAYÁ;
14582,AV. DEL PARQUE S/N Y ALONSO DE TORRES C.C. EL BOSQUE PATIO DE COMIDAS,LA RONDA,14582,QUITO;
"14583,10 DE AGOSTO N89-18 Y RAFAEL BUSTAMANTE ,""SUBSUELO EX HOTEL AEROPUERTO, DIAGONAL PARQUE BICENTENARIO"",14583,QUITO";
14584,Av. Morán Valverde S/N y Tnt. Hugo Ortiz  (QUICENTRO SUR),,14584,QUITO;
14585,Esmeraldas OE1-89 y Guayaquil,JUNTO A LA CASA DEL OBRERO,14585,QUITO;
14586,Carapungo 3258 y Padre Pintado Eliceo,ALANGASÍ,14586,ALANGASÍ;
14587,REINA VICTORIA N25-30 y COLON,A DOS CUADRAS DEL COLEGIO MALDONADO,14587,QUITO;
14588,Rodrigo de Chavez Oe1-201 Y Francisco Gomez,DIAGONAL AL CANAL 4,14588,QUITO;
14589,AV. MARISCAL SUCRE S9-116 y GATAZO,JUNTO A VIVERES ROSITA,14589,QUITO;
14590,Alfonso Tobar S/N y Tulio GARZON,A MEDIA CUADRA DE LA SUPERINTENDENCIA DE BANCOS,14590,QUITO;
14591,AV. RODRIGO DE CHÁVEZ OE1-177 Y FRANCISCO GÓMEZ,,14591,QUITO;
14592,S34D LOTE 5 Y CALLE 8D,,14592,QUITO;
14593,Calle A  S16-92 y Av. Ajaví,BAJO EL PRETIL DE LA CATEDRAL,14593,QUITO;
14594,MARISCAL FOCH E8-68 Y AV. 6 DE DICIEMBRE,FRENTE AL COLEGIO ELOY ALFARO,14594,QUITO;
14595,AV ISLA FLOREANA e4-109 y AV AMAZONAS,,14595,QUITO;
14596,QUITO OE8-25 Y QUISQUIS,,14596,QUITO;
14597,Av. Diez de Agosto N35-77 E Ignacio San MarÍa,A UNA CUADRA DE LA ESCUELA ROBERTO CRUZ,14597,QUITO;
14598,Av. Oswaldo GuayasamÍn     S/N Y GONZÁLEZ SUÁREZ (C.C. VENTURA MALL),PASAJE AMADOR DIAGONAL A LA IGLESIA DE LA COMPAÑIA,14598,QUITO;
14599,Av. Gran Colombia N15-239  y Tarqui,PASAJE RAFAEL CALUPIÑA,14599,TUMBACO;
14600,Vargas N8-61 y Esmeraldas,JUNTO A SUPER DE BANCOS,14600,QUITO;
14601,Manuel Silva 415 y Psj. Sucre,FRENTE A LA PARADA DEL METRO LA Y,14601,QUITO;
14602,JUAN DE DIOS MORALES E1-25 Y JOAQUIN PAREDES ,FRENTE A LA NOTARIA 76,14602,QUITO;
14603,Ramírez Dávalos E4-43 y Av. Amazonas,,14603,QUITO;
14604,AV. RÍO AMAZONAS N36-169 Y JOSÉ ARÍZAGA,,14604,QUITO;
14605,BOLíVAR OE6-123 y CUENCA,MERCADO LA MAGDALENA,14605,QUITO;
